1000 10000
739 763 4238
247 562 4615
369 296 5956
979 133 7939
429 48 339
683 145 8150
108 237 1963
408 66 3260
141 993 3566
593 134 6564
28 224 5677
619 821 4590
234 541 9884
543 870 7367
482 297 9765
821 331 908
324 437 9143
639 195 1559
900 334 7902
818 277 1035
734 304 9609
411 921 1428
353 505 4967
237 46 3836
604 878 8483
721 50 2812
629 372 2247
124 9 440
36 259 7124
938 75 6400
325 159 5054
934 921 973
715 272 7828
34 860 5225
870 814 1101
706 534 2149
518 161 2871
118 284 8879
910 670 2488
35 606 914
787 930 7071
841 214 2990
166 927 3261
994 312 471
219 532 9283
673 236 5815
174 105 975
46 221 6609
277 481 4277
765 514 8233
679 651 9513
751 490 7726
93 654 7003
706 999 2313
177 568 3844
461 591 78
276 764 181
603 808 2752
564 83 8232
193 846 96
427 524 1098
940 625 3586
18 716 7591
22 421 940
687 948 2506
531 407 6096
962 34 210
495 987 5016
600 550 8449
184 93 293
632 518 4167
730 809 7142
317 177 2209
260 549 2628
200 235 7926
58 116 8332
506 428 8716
716 274 3701
84 872 6249
533 54 3341
179 684 3209
698 413 5368
841 80 7544
50 690 9443
30 888 7028
956 296 4143
640 801 9921
356 867 8193
58 950 8063
307 833 4115
1000 10 9150
562 707 7913
282 898 343
178 946 4031
622 326 6269
650 280 9563
145 919 2714
67 273 5932
260 329 4232
324 987 2415
791 337 4424
293 249 3481
206 530 6729
901 706 25
932 678 2349
553 327 7979
469 822 8896
535 887 6520
467 146 8199
51 820 6536
467 961 1224
243 253 5471
76 809 999
805 709 8056
830 639 9732
179 191 9409
510 658 1230
407 191 1467
279 9 1963
830 58 781
367 875 4741
591 116 2992
62 190 9799
414 993 1858
822 173 496
906 702 1037
316 211 3045
898 968 5586
717 245 945
681 73 7002
814 790 5227
555 379 7342
899 792 5882
51 204 1226
909 376 3397
757 280 1098
146 946 8659
191 842 8625
130 910 220
75 589 5291
429 401 9432
657 307 4809
351 204 5951
233 605 7505
459 865 3879
209 620 1158
659 117 5102
318 306 3295
943 786 7203
163 860 5142
806 287 7893
238 294 198
400 643 7753
351 875 356
857 684 6219
88 891 2190
246 548 9305
701 864 6961
996 157 746
551 318 7956
693 475 9241
586 63 8886
137 461 1527
890 163 9400
598 370 83
170 456 3324
712 53 3871
17 752 6733
330 746 3241
428 647 909
384 338 1382
978 274 6796
864 409 5607
391 649 3768
144 246 1488
227 414 9943
551 124 2994
774 491 5744
860 171 7840
101 598 6485
10 980 3173
745 956 5797
541 818 8205
148 208 852
269 350 448
757 927 3212
700 828 7686
46 601 3175
142 811 9345
982 910 3293
819 918 271
344 13 2226
142 552 4394
699 51 1952
551 318 652
352 73 6929
564 124 7756
251 168 9707
778 309 9516
475 641 424
768 811 9692
40 153 5056
618 293 606
364 990 1007
317 892 7323
969 594 7395
251 156 3869
7 757 7035
66 534 1694
582 359 9334
358 126 5495
402 516 646
810 132 3290
769 494 5278
776 161 6520
100 481 1112
847 730 8619
716 87 374
103 151 2258
798 83 3616
484 439 7740
979 191 1254
977 1000 2736
267 767 228
898 541 4740
418 991 4219
883 188 1947
502 902 2032
228 356 4181
487 152 614
103 986 5403
195 315 4592
449 290 5942
537 556 59
765 804 7951
857 220 6940
76 453 3479
375 953 2379
407 180 6085
940 17 3587
906 118 571
309 311 5236
902 110 5525
196 645 7431
256 760 6233
207 616 4803
499 42 4255
978 416 9558
710 173 1088
795 464 1103
735 368 9571
658 676 7880
895 928 6340
772 122 4983
203 728 3094
788 933 2708
943 783 7100
550 111 5514
109 819 9038
197 965 1852
653 698 8218
224 354 6244
457 599 4170
797 369 643
133 922 9369
227 708 4653
287 2 3434
387 550 5543
254 657 9713
644 205 5676
496 208 9724
66 430 2428
311 885 9026
833 33 7745
476 164 9666
198 741 3724
851 26 4724
637 763 3273
180 15 5280
245 9 1835
273 503 4041
997 920 1470
778 229 4705
156 412 3736
901 239 6250
567 435 8989
644 636 7365
368 271 2127
993 801 1492
274 397 4500
461 668 9353
503 664 4271
325 792 1850
382 946 6261
471 845 4498
721 763 2283
63 405 4269
428 771 3890
555 115 3041
48 387 1436
900 198 1103
253 699 8117
525 22 4907
375 755 6851
988 224 8046
838 943 1807
121 4 8210
742 783 8332
632 336 5445
674 734 1182
110 632 7378
213 884 8076
330 759 7448
237 484 201
440 471 6423
487 307 8717
294 779 6071
857 519 5852
189 150 6539
634 822 3271
168 930 3254
546 494 3136
974 822 6245
775 410 1727
328 200 2196
104 685 8502
821 330 9279
244 185 5148
449 724 7296
988 708 5116
611 874 6397
865 770 5889
353 95 8061
598 868 7821
326 194 2020
874 296 5055
728 467 8735
359 710 4918
508 157 992
804 495 9698
273 104 4922
22 320 7691
263 671 8784
324 268 2002
498 944 1194
870 168 1841
925 895 6306
661 604 3366
931 110 8873
924 265 9366
974 888 821
897 908 139
940 169 6808
724 843 3426
78 339 1720
272 207 3887
465 483 1132
772 494 2734
490 423 3843
364 697 4458
82 22 3344
903 269 3250
394 207 2769
555 281 3610
981 357 9948
54 627 153
941 443 5634
73 565 1478
807 53 9900
2 767 947
812 848 4319
156 101 8586
758 846 7791
527 399 7070
138 730 8425
438 782 9403
591 721 1844
578 144 4759
56 302 8810
308 654 1928
608 465 7126
927 971 1577
514 80 5421
657 957 8170
728 93 6899
505 529 9679
908 471 6751
104 399 9245
863 805 9897
26 464 2550
954 70 4365
80 347 8686
657 211 8764
431 867 3720
601 593 7163
852 96 9043
884 355 5864
635 809 9613
232 23 5416
130 399 2230
32 351 4650
397 781 6996
435 788 4205
200 217 4070
272 169 13
435 19 460
830 901 1165
694 886 324
307 117 6345
76 597 742
306 627 5443
957 374 7574
305 807 2361
862 357 7928
933 979 6095
298 413 113
110 593 2364
275 638 3249
600 943 4716
297 369 311
40 26 5288
835 333 4012
410 636 5169
123 496 7525
51 779 7502
147 428 2265
612 536 7209
976 810 1845
225 760 2138
941 55 3506
604 445 882
244 279 6213
256 39 2847
778 160 7693
655 209 4823
509 706 4249
775 316 2783
336 291 7943
181 866 3701
319 158 9107
177 112 8550
59 355 179
272 961 5216
471 737 8726
517 390 5934
340 898 1990
941 23 4305
724 357 7946
20 536 6162
73 853 7318
180 381 4429
83 438 9134
262 709 9093
831 530 5829
557 45 9569
843 735 1465
834 674 2838
491 749 8193
789 767 5727
951 190 3931
270 369 2662
51 450 98
185 62 5157
630 243 686
811 799 7081
381 992 2815
198 176 8487
37 17 3234
230 804 1351
310 754 6540
593 22 7907
255 423 6707
705 958 3119
863 586 2361
901 396 9510
982 127 6852
797 323 27
285 710 2394
871 291 9197
223 951 2949
763 894 7321
22 147 6742
81 202 3050
200 63 2634
561 962 380
423 295 9505
276 90 4179
655 725 7239
49 595 528
246 816 2477
547 929 3369
220 301 5866
314 380 67
364 578 7480
999 490 8793
731 263 1086
237 537 3526
768 542 8250
7 590 1195
536 186 7361
365 84 3288
87 302 9587
953 615 9317
372 329 2893
853 678 1733
998 408 8995
436 995 7882
962 761 8423
564 118 9363
759 4 3547
120 720 2981
760 805 2282
699 756 7247
16 479 4574
262 682 3251
347 678 9
342 112 8002
577 424 4113
1000 987 5581
363 744 6584
262 215 8654
244 325 2457
878 23 6563
477 389 1040
51 649 9720
654 995 1396
15 687 9858
17 262 8633
482 612 9618
64 325 6712
1000 586 7277
654 180 4601
463 408 4622
26 883 9361
67 284 9009
787 937 4354
536 302 4391
746 318 7004
379 150 614
349 564 7290
62 914 4226
339 566 4404
292 27 2810
266 404 3043
628 469 3325
989 254 9612
343 140 1913
734 885 4581
90 614 1729
705 962 5292
995 374 8204
221 63 9121
977 354 498
139 618 8900
182 244 1719
507 231 2324
120 924 8462
385 9 2697
966 97 7310
695 152 4622
339 497 4994
896 716 2055
369 43 6759
867 532 7376
120 712 5970
191 570 1552
515 40 4826
978 423 3833
27 387 8281
337 432 2431
311 770 9927
305 664 4993
713 31 8387
472 248 2917
200 718 1628
523 908 548
427 773 2938
253 749 4359
439 775 2096
720 462 1526
503 772 4294
430 427 1308
776 138 1689
163 961 2288
80 159 8356
60 32 1614
960 457 4386
898 61 1485
257 498 5610
705 568 423
232 69 4193
878 850 970
539 624 107
228 137 7418
868 567 7575
225 626 1958
191 936 9413
577 833 7472
415 440 6320
25 144 7886
448 374 7306
993 602 8154
316 139 1776
423 366 2911
841 584 828
768 159 4452
78 349 9739
844 276 570
668 689 4008
989 65 8502
227 863 9226
533 207 6827
687 521 8964
815 294 3680
78 485 3263
907 603 2420
711 680 2767
450 522 5042
20 188 7081
381 527 4496
883 753 7710
110 284 915
937 322 1434
253 135 2078
934 212 7561
197 117 8162
617 826 2192
737 275 2712
131 645 6251
564 24 2776
61 258 6527
771 718 1162
686 5 8482
472 256 6615
902 188 1177
463 735 292
977 351 7469
170 438 6094
234 567 6737
485 129 6112
262 540 2720
141 309 9436
303 345 9439
137 167 8045
105 67 2584
282 880 6317
927 856 8018
396 24 6806
490 256 1371
579 92 7851
691 352 4389
411 843 8697
847 497 4392
638 632 6558
36 735 9975
620 368 5854
289 293 8708
660 39 7082
466 527 3688
838 104 4778
41 146 9480
430 555 4322
479 753 6817
872 741 1799
782 775 5885
757 745 251
963 385 7894
671 43 9931
105 507 8808
146 695 1262
924 86 3406
757 515 4312
79 992 7063
248 214 154
399 994 8928
284 102 5023
887 63 8406
133 85 9799
416 188 9657
224 332 9350
487 607 9435
245 362 4300
557 791 2642
972 37 8855
127 786 5847
407 69 6299
430 306 3361
189 438 8444
988 852 4982
645 427 313
348 264 8270
135 859 5630
435 415 5771
77 737 9158
284 862 3942
484 619 2361
783 400 4666
144 587 1454
588 925 2656
571 569 7081
236 267 8695
858 400 4553
488 185 5318
611 612 8053
769 895 9266
711 377 7883
73 158 1633
91 653 6218
545 591 494
201 512 1413
635 98 4678
682 954 2428
235 440 8963
553 401 573
959 168 2466
225 878 3193
460 301 2702
94 390 4353
664 285 9294
158 836 9805
571 821 8901
601 502 4854
29 735 9644
992 639 9044
918 596 2210
736 819 9438
930 629 3089
984 721 7829
689 736 5112
983 892 299
788 814 4118
42 765 1618
248 145 3704
892 135 9341
288 403 2935
851 138 104
289 418 8731
731 752 6803
560 439 537
673 420 6779
972 559 6943
442 951 5707
413 197 1850
117 87 4335
810 726 3737
745 575 5225
201 214 1993
932 943 6743
87 502 180
624 173 7950
756 495 9859
699 287 4808
406 698 4003
256 165 3441
592 973 2165
681 716 8738
906 267 8950
251 198 5892
994 635 3744
526 258 1267
476 12 8760
688 61 9397
496 466 2094
852 72 3257
293 662 8581
810 693 8295
900 949 7913
202 198 3461
446 190 8094
190 714 2350
457 541 5712
569 227 8772
967 73 3588
413 275 5658
22 566 5671
603 726 7362
251 624 2310
164 177 2506
625 621 1047
719 810 8111
422 617 1650
486 185 4227
258 502 651
198 265 4924
857 285 6841
528 887 8565
242 136 1540
552 650 1067
411 273 6686
458 342 4846
569 114 462
572 599 4997
151 207 7849
802 404 1112
727 259 4395
920 137 2632
837 377 4118
377 280 6766
444 689 389
483 497 3082
329 64 7194
143 986 4791
492 136 7349
341 936 5751
453 13 8360
201 931 4495
833 767 4222
952 494 3500
70 289 1187
460 770 4682
894 449 2097
88 943 1433
232 433 567
581 773 2854
332 576 3217
44 775 2147
539 607 7264
761 909 108
614 977 5395
153 787 2515
188 679 6315
285 118 7256
70 348 6687
638 279 8810
844 961 8385
61 3 6158
560 892 1115
824 3 1022
933 615 5350
680 767 8135
548 953 5165
863 588 3633
471 656 8331
510 644 6608
321 486 567
706 546 8568
216 104 7810
332 279 9811
354 562 4425
704 240 5542
192 138 1493
357 351 3431
342 820 85
673 681 1080
281 1000 6564
200 56 2460
120 270 4563
930 952 2840
741 305 7400
166 359 9990
708 549 9479
553 256 5828
984 596 8999
422 267 2030
502 546 1028
66 96 3434
527 214 9054
442 142 9005
634 882 4308
386 398 3017
728 457 565
207 8 1171
388 343 5766
739 763 9031
769 615 3928
149 31 1022
583 908 5235
637 348 727
642 980 4607
302 716 4004
672 443 811
237 648 169
408 386 5510
526 123 9623
910 890 3588
838 37 7618
212 970 524
799 958 3223
527 950 2201
486 251 3916
842 921 4709
653 508 7707
823 266 5092
685 791 2213
309 699 7454
897 887 1841
867 449 5162
392 599 118
615 476 2066
168 960 1667
436 153 1938
145 804 3444
853 977 61
297 661 1202
862 320 5899
668 567 7136
510 433 5935
672 823 3884
790 788 5358
208 306 7669
876 741 4820
814 236 7622
259 439 8950
672 734 1609
874 595 7927
125 261 1492
613 121 9923
548 143 96
785 283 5234
143 490 7539
164 364 3630
984 176 1864
959 785 6302
909 455 2034
518 679 3979
797 802 3239
289 413 710
565 312 8852
13 95 4133
248 588 4973
139 751 335
769 85 4862
633 42 1997
287 301 5451
322 817 5480
653 964 5281
244 252 1044
955 167 2354
159 178 5799
644 776 386
618 913 6487
305 32 2570
167 664 8963
165 949 8262
968 621 8430
448 273 7392
81 515 2994
126 820 5159
832 977 6688
632 620 2814
370 588 1078
857 891 5108
779 409 3122
742 572 1422
5 890 2041
435 688 1664
827 768 3530
174 892 8348
333 722 7676
373 704 5646
188 72 7232
266 279 5473
726 409 8880
849 149 5802
271 504 1690
664 289 8377
681 467 1143
211 639 7385
911 322 9457
939 694 3160
585 880 1582
169 496 1212
643 572 4619
523 419 7118
326 40 6973
16 55 6260
745 734 8725
240 295 3714
625 556 35
435 846 727
595 429 4957
529 949 3803
741 590 2373
712 463 143
831 787 8533
804 154 9586
416 249 7670
494 488 6315
208 463 222
243 248 7066
322 841 8845
279 721 2792
82 460 732
808 171 5194
951 352 8331
484 154 1835
423 920 4083
445 412 8921
761 619 3734
335 860 7981
401 533 1172
598 810 4891
743 243 6702
475 401 4871
21 350 5573
705 184 3077
540 957 9995
975 401 1406
896 512 1023
983 197 5233
964 948 4764
136 544 925
380 285 7518
82 111 6917
305 482 5617
878 185 2151
955 76 6107
302 49 7858
708 296 3720
83 277 3915
317 591 1861
433 77 6403
710 455 3039
228 535 2500
497 190 9980
114 418 6516
618 371 7590
725 24 9989
935 730 6283
655 812 2910
570 479 1499
783 262 9575
538 971 8380
577 549 8266
429 397 454
762 861 6871
278 477 592
220 552 1614
209 485 7695
845 138 3505
107 58 3334
607 839 5594
534 376 3915
266 303 9463
532 731 1858
339 843 3069
210 119 2545
154 337 9095
769 896 579
816 739 7067
673 845 2476
7 802 8665
953 686 8391
869 950 4693
684 833 2774
894 170 2615
963 730 7084
508 882 7419
956 100 2665
887 815 6403
954 486 598
782 843 6750
448 795 4434
839 662 4734
884 696 5917
658 588 2085
625 549 2813
709 408 5046
480 362 4045
146 599 211
901 551 7047
851 684 7889
601 130 4682
35 967 7694
121 850 2740
39 858 5326
476 834 1225
642 893 2983
688 372 9695
85 868 8292
648 119 2194
696 968 3876
585 567 2004
619 952 1321
665 423 169
405 460 378
83 287 8210
660 927 7101
644 613 823
339 696 2041
984 343 7158
178 389 9476
406 324 9393
410 293 7695
731 308 9117
253 711 5927
983 144 212
545 802 1137
646 796 100
822 486 4795
215 468 4488
374 996 6227
202 400 1549
596 808 7840
291 889 9146
760 492 8207
688 825 6701
252 368 9501
742 365 8648
842 537 1132
989 750 1598
829 474 8592
56 675 2342
605 621 2148
797 262 8387
295 21 1230
502 59 1053
203 661 8772
57 401 5135
705 242 3670
189 229 6418
139 57 6891
83 463 916
425 67 1535
925 214 2795
664 508 166
894 360 3223
300 914 4883
72 321 6282
559 376 3874
581 563 6102
351 700 6509
594 781 4970
510 556 9387
397 479 7600
193 141 1458
359 34 2816
935 684 4728
170 106 9399
452 663 2773
679 594 2334
781 943 2384
642 536 1515
612 396 2069
1000 792 2546
952 335 7686
410 44 5070
226 329 5752
307 497 4856
706 300 3869
832 977 6461
166 756 1754
903 396 6640
418 358 2035
488 356 2177
34 658 9862
72 66 8904
142 643 5232
246 300 79
454 356 3377
675 186 5352
488 703 8458
243 604 9204
235 372 2561
270 858 4267
799 243 1924
661 665 3340
918 158 4981
502 754 4279
581 207 6986
959 232 3170
663 719 4223
122 312 9825
326 545 548
887 166 9404
507 963 7997
431 975 7661
771 243 6169
105 95 2921
736 674 9126
722 983 7709
245 997 8778
468 117 4088
646 441 2983
194 679 1147
950 536 3461
300 965 9786
313 86 9027
482 541 9120
403 276 144
882 348 5478
591 91 473
369 410 3588
809 54 379
792 598 3408
292 546 6942
753 844 9257
539 507 3694
918 987 5233
390 741 4507
534 621 4854
12 562 5795
837 281 5203
425 88 5607
157 230 1203
917 520 4100
212 623 2294
469 160 9800
163 428 2785
397 816 524
256 701 8495
462 63 8055
258 899 686
813 674 7772
421 181 1353
624 97 9871
76 307 9493
371 126 3
171 288 6782
956 35 2596
833 641 6647
328 102 1709
736 710 4606
422 521 1630
547 292 6810
900 267 9905
123 341 562
968 710 8038
324 879 3324
106 186 709
702 17 8349
702 695 7449
411 429 157
369 202 8028
999 99 319
809 349 4584
66 470 4923
980 789 3632
19 111 509
695 215 4693
405 267 3060
106 967 7754
907 728 9533
416 95 9085
444 93 4182
115 252 8881
699 669 6702
975 647 3489
607 16 5598
468 710 9811
514 465 1428
574 921 4394
680 826 3120
566 240 8566
651 682 6009
186 796 2259
419 845 6278
121 818 5924
610 775 8290
560 242 350
723 106 2813
152 30 6732
898 709 5908
370 625 4146
936 626 2179
945 810 325
557 228 3168
835 699 8337
111 308 3110
402 866 702
752 588 5806
918 90 7835
2 986 894
911 354 869
57 641 493
236 936 6654
913 491 1880
434 677 1929
771 786 1235
233 186 4452
936 289 1390
94 205 3478
281 557 7814
527 466 1166
396 522 1157
890 108 1092
544 20 5933
776 452 5608
705 573 2393
293 804 929
745 90 1568
487 535 7123
965 814 679
779 692 8143
297 438 3663
807 326 2122
899 220 1140
832 346 2942
793 50 9513
186 693 6667
467 788 8756
36 273 641
511 236 3805
190 365 5495
334 12 2932
349 817 6608
471 714 6827
963 897 8171
257 40 2571
122 576 1262
790 41 1400
898 427 1671
891 937 8257
696 125 2620
192 809 8631
476 509 3798
84 330 6511
263 644 1758
787 899 5148
358 372 2722
973 512 1761
373 760 6539
397 649 1474
654 343 9949
275 885 109
258 359 5616
56 794 4944
919 407 1938
29 192 6836
177 901 4558
899 224 9068
13 947 1826
552 342 3473
378 995 4166
327 620 3050
788 228 5759
404 282 8903
701 552 9309
639 579 7851
827 107 750
737 356 8324
805 367 9270
631 269 1610
456 645 9955
623 323 573
25 109 4799
784 512 6432
688 563 8334
349 552 5911
200 730 3368
951 465 723
627 269 6088
897 250 8708
860 57 7351
815 30 4672
741 53 780
892 835 7642
676 873 6555
10 220 3105
274 419 6833
642 720 8649
365 345 1268
806 593 6516
866 451 6923
217 616 3951
242 707 7002
22 950 8188
16 624 59
571 985 4630
28 257 3399
214 897 7117
863 613 6812
131 769 1755
999 633 3556
923 200 8523
874 440 7228
229 812 3528
417 826 1151
828 747 1134
458 774 5741
857 986 5636
326 199 599
491 680 6718
598 677 2701
155 950 5900
678 175 3690
258 754 501
787 169 325
290 995 2423
776 804 7195
517 11 531
505 336 1080
457 177 3758
527 773 7785
229 278 86
481 954 4611
171 563 8363
672 700 9530
350 340 875
773 466 7029
320 981 5039
203 836 4725
283 643 9252
41 169 4023
178 396 5300
264 875 1604
875 396 6517
238 419 3567
120 767 3905
348 890 1369
377 560 1700
416 761 6887
493 42 7528
745 433 6695
769 961 3441
421 224 3666
377 449 1061
247 38 2478
814 508 4595
72 854 3483
441 230 9041
494 996 8152
381 488 5544
909 231 1327
605 350 3286
398 121 7860
65 849 9660
126 94 696
604 258 3202
199 328 4407
34 120 8635
427 612 9981
579 991 6819
123 250 8401
450 205 8749
88 602 2221
949 665 4068
609 141 3512
657 743 4120
859 292 9799
266 676 8269
253 101 4879
587 30 9220
406 503 8820
807 951 4024
909 389 976
130 688 639
550 295 6778
414 950 1871
886 160 513
37 776 6187
306 380 638
537 317 5666
109 721 3167
930 879 4468
306 786 2855
282 266 2542
921 166 3187
51 930 5488
922 166 8998
787 202 8124
974 506 1502
612 42 1817
630 501 5889
797 429 5766
265 733 2902
472 13 9518
366 284 6034
554 685 5962
42 957 2478
392 742 2678
516 66 7535
371 676 1927
540 656 1426
429 451 4854
547 66 8937
801 537 8301
319 253 3583
353 805 619
667 197 8574
146 587 4315
176 454 379
711 823 7406
638 361 1060
417 141 862
271 686 4926
560 838 8813
861 155 5065
797 859 3220
416 876 8768
990 372 705
657 547 7157
389 608 5978
147 597 5338
559 12 3829
421 633 865
700 191 5701
865 51 4207
282 846 2416
503 612 6290
623 952 1013
328 608 2910
486 347 9516
464 492 5463
154 49 9473
983 821 5456
201 871 9646
902 734 3047
109 15 9243
525 868 8853
168 841 6803
181 167 3761
91 651 106
959 466 5948
423 618 2348
248 952 167
57 503 3388
55 403 8120
102 863 8485
345 738 7703
550 256 4542
705 435 9708
819 876 6709
277 186 5173
226 959 3142
926 557 4444
445 612 9945
833 665 1698
953 765 7559
791 460 6296
846 360 550
389 416 1336
449 233 1562
158 508 746
684 84 703
826 8 3611
270 451 2221
567 282 8885
265 586 3000
825 727 3811
473 571 6521
375 310 7935
63 757 8166
978 266 25
724 948 3107
780 124 6114
391 744 1915
964 309 1196
849 924 1132
202 99 3857
365 922 3426
886 648 735
174 709 1842
692 685 7106
717 760 4404
177 890 6878
643 631 2620
558 593 4279
106 793 7202
238 993 5299
95 708 1220
874 944 1866
609 116 4925
451 159 1961
910 874 71
666 401 9959
545 394 1588
517 951 7179
797 407 8322
351 644 5313
2 89 7371
222 961 8314
440 568 8780
718 370 6937
679 630 9162
750 646 8561
61 189 3954
649 57 7255
180 204 9660
503 553 8654
168 553 1742
892 126 8701
206 916 6620
986 632 7340
276 661 7968
438 409 1964
351 820 3504
657 819 1559
264 350 6761
925 851 6312
931 369 8215
673 259 7339
727 815 8254
699 152 2236
39 426 4896
359 214 2655
323 563 5474
827 571 1291
386 833 3639
499 108 840
163 38 4560
379 61 5817
70 786 5631
324 483 9133
913 520 557
809 229 8121
464 551 7682
290 728 8603
934 113 5435
573 962 541
766 124 8929
326 501 5989
495 569 3125
478 244 607
611 155 8477
520 314 1057
641 776 7606
676 417 4332
279 349 2795
66 272 9756
960 36 4230
889 712 1729
230 206 8648
356 682 3242
315 644 7747
144 162 7059
201 802 186
807 476 2601
492 753 1948
639 170 4570
747 128 8605
977 15 7667
58 244 4871
707 950 4904
301 263 546
49 405 5058
108 605 3858
646 762 7332
247 604 436
547 242 8604
118 339 5082
75 315 6095
94 371 6689
318 428 9989
222 728 250
120 127 5006
178 585 2609
389 230 9721
73 827 676
509 725 8268
465 193 8605
899 618 5918
995 710 4640
36 26 3418
26 598 5496
628 716 8621
634 245 6205
595 632 4785
669 703 610
345 563 4685
613 378 8876
570 276 4492
489 621 9201
481 7 577
251 383 7174
748 10 2240
369 994 4483
926 940 465
63 607 1167
26 302 6080
711 265 7456
588 833 3082
432 672 2701
985 503 2059
563 753 8440
737 499 4800
977 218 6145
813 143 5083
278 556 4040
445 580 3692
877 290 5955
686 228 2138
768 658 1809
822 994 8662
881 555 3413
673 290 7910
826 617 3479
971 428 3620
406 705 8526
798 500 6105
490 728 3745
797 412 3971
287 530 3979
448 350 2971
111 581 7876
524 605 3164
787 429 132
266 398 6910
238 154 7613
764 950 2464
221 790 1190
966 585 3952
937 222 7480
269 669 7181
592 778 8760
469 652 9715
985 437 2142
117 53 4890
28 289 3042
993 404 6990
809 623 6778
999 588 4713
303 875 2934
784 494 5953
965 85 6081
77 552 6731
793 535 8519
935 651 8570
826 29 3210
220 20 4612
211 828 1585
341 177 1523
407 479 8397
693 613 8889
646 576 5972
727 3 7522
810 794 9408
329 80 9057
252 256 2436
462 474 806
426 35 6632
11 375 160
887 132 8989
284 823 600
525 819 2174
850 896 5175
724 704 9320
132 32 398
541 634 6004
977 94 6476
784 870 1510
768 231 4235
280 116 9365
269 750 6186
869 626 7003
395 474 4249
923 196 1951
243 679 1333
993 570 965
997 546 409
825 680 629
335 798 6859
922 77 3325
287 344 2074
825 564 4698
180 957 3522
429 878 6068
381 471 1745
714 814 8666
32 161 210
441 985 6240
71 670 3388
282 591 5463
607 228 4158
33 52 3720
83 230 9027
605 658 8904
26 389 1725
123 453 1538
789 483 7049
351 275 2032
591 696 7053
980 976 9994
795 933 220
953 317 270
25 398 9851
53 354 6859
309 378 3246
34 851 3049
924 639 4531
326 988 7156
710 930 8850
763 260 9176
757 53 5107
330 357 1422
952 380 9171
803 431 5523
14 90 9251
612 475 8452
662 749 9089
545 73 428
701 782 2356
551 543 4614
727 651 9017
186 979 3372
609 281 4103
132 83 3884
7 447 7973
258 58 4446
710 718 1193
152 261 5265
580 312 5045
288 861 3938
254 938 1939
271 122 9268
996 81 2548
99 563 7981
983 568 2426
308 176 5482
754 237 6550
300 387 161
565 317 3471
962 603 1682
252 855 7618
544 124 9091
812 470 7522
360 567 2084
341 901 4650
120 207 825
602 312 9060
505 610 4797
666 525 2112
138 837 9713
820 439 8566
791 981 4040
234 792 5861
108 502 5426
192 842 5677
195 312 1883
372 912 7545
432 767 1153
581 432 7028
693 568 3863
758 738 8300
324 879 2280
716 463 1422
577 570 1922
356 112 8114
385 305 2424
268 27 6687
165 809 7452
318 388 4882
346 79 8800
561 835 889
862 509 5118
494 576 580
916 503 1148
838 209 1610
305 593 3914
729 211 7939
416 375 2747
221 43 9485
103 388 7563
256 299 5748
497 511 2608
615 3 2182
195 269 6683
695 106 4243
306 409 7834
572 488 2043
863 255 4416
610 474 8810
96 927 9548
11 181 6845
759 676 5355
367 642 3708
901 835 6976
937 529 3432
180 185 1191
14 755 2677
409 616 930
178 577 9754
988 23 7680
536 32 6211
381 141 6238
88 859 2878
797 110 6711
773 45 1590
205 575 2773
396 587 6878
425 347 1845
708 523 420
462 861 8441
142 395 9823
354 126 314
592 213 2523
470 360 4984
533 483 8027
124 686 8601
249 432 4538
480 207 4235
325 913 5756
745 374 615
538 866 8360
713 218 9485
379 160 2048
255 628 9758
239 512 3239
618 986 2275
571 585 8057
462 63 3262
697 738 0
